transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn,
994,01-04-19,15:50:59,3,17,44,N,1,1,39,1,4.25,4.25,N,4.25
1000,01-04-19,16:07:20,3,17,732,N,1,1,23,2,5,2.5,N,5
1010,01-04-19,16:17:52,3,17,430,N,1,1,29,2,5,2.5,N,5
1014,01-04-19,13:19:36,3,12,601,N,1,1,23,1,2.5,2.5,N,2.5
1015,01-04-19,11:40:26,3,12,7,N,1,1,52,2,5,2.5,N,5
1017,01-04-19,11:15:33,3,17,318,Y,1,1,54,1,2.5,2.5,N,2.5
1018,01-04-19,19:39:00,3,17,467,Y,1,1,47,2,6,3,N,6
1023,01-04-19,15:27:11,3,12,434,Y,1,1,58,2,7,3.5,N,7
1033,01-04-19,14:53:00,3,12,781,N,1,1,43,1,3,3,N,3
1042,01-04-19,19:45:16,3,12,316,N,1,1,41,1,4.25,4.25,N,4.25
1046,01-04-19,19:38:00,3,12,399,N,1,1,33,1,3.5,3.5,N,3.5
1051,01-04-19,19:04:14,3,17,403,Y,1,1,29,2,5,2.5,N,5
1052,01-04-19,17:59:05,3,12,685,N,1,1,48,1,2.5,2.5,N,2.5
1057,01-04-19,15:44:32,3,17,409,N,1,1,44,2,5,2.5,N,5
1057,01-04-19,15:44:32,3,17,409,N,1,5,78,1,4.5,4.5,N,4.5
1064,01-04-19,17:32:16,3,12,557,Y,1,1,38,2,7.5,3.75,N,7.5
1065,01-04-19,12:33:35,3,17,231,Y,1,1,29,2,5,2.5,N,5
1071,01-04-19,11:36:00,3,17,571,N,1,1,40,2,7.5,3.75,N,7.5
1072,01-04-19,16:20:47,3,12,235,Y,1,1,41,1,4.25,4.25,N,4.25
1088,01-04-19,15:59:51,3,17,226,N,1,1,50,2,5,2.5,N,5
1093,01-04-19,16:03:30,3,17,745,N,1,1,34,2,4.9,2.45,N,4.9
1094,01-04-19,15:01:50,3,12,355,Y,1,1,27,1,3.5,3.5,N,3.5
1095,01-04-19,13:40:47,3,17,177,Y,1,1,54,2,5,2.5,N,5
1096,01-04-19,17:15:12,3,12,379,N,1,1,59,1,4.5,4.5,N,4.5
1108,01-04-19,11:36:56,3,17,654,Y,1,1,55,1,4,4,N,4
1114,01-04-19,17:10:35,3,12,428,N,1,1,59,1,4.5,4.5,N,4.5
1116,01-04-19,17:29:08,3,12,402,Y,1,1,37,1,3,3,N,3
1117,01-04-19,18:10:03,3,12,179,Y,1,1,58,1,3.5,3.5,N,3.5
1120,01-04-19,14:45:37,3,17,536,N,1,1,38,1,3.75,3.75,N,3.75
1123,01-04-19,12:09:46,3,17,299,N,1,1,26,2,6,3,N,6
1125,01-04-19,12:50:28,3,12,184,Y,1,1,32,2,6,3,N,6
1145,01-04-19,12:13:07,3,12,328,N,1,1,42,1,2.5,2.5,N,2.5
1146,01-04-19,17:22:36,3,17,574,N,1,1,36,1,3.75,3.75,N,3.75
1151,01-04-19,13:41:09,3,12,337,N,1,1,42,2,5,2.5,N,5
1167,01-04-19,17:51:22,3,12,5,N,1,1,53,1,3,3,N,3
1169,01-04-19,13:52:28,3,12,669,Y,1,1,56,2,5.1,2.55,N,5.1
1169,01-04-19,13:52:28,3,12,669,Y,1,5,70,1,3.25,3.25,N,3.25
1182,01-04-19,19:18:58,3,12,80,Y,1,1,53,1,3,3,N,3
1185,01-04-19,12:40:00,3,17,490,N,1,1,37,2,6,3,N,6
1185,01-04-19,12:40:00,3,17,490,N,1,5,69,1,3.25,3.25,N,3.25
1187,01-04-19,12:48:08,3,17,567,Y,1,1,38,2,7.5,3.75,N,7.5
1195,01-04-19,11:50:23,3,17,222,Y,1,1,36,2,7.5,3.75,N,7.5
1198,01-04-19,15:44:22,3,12,408,Y,1,1,38,2,7.5,3.75,N,7.5
1201,01-04-19,16:56:48,3,12,85,N,1,1,28,1,2,2,N,2
1206,01-04-19,15:52:23,3,12,540,N,1,1,29,2,5,2.5,N,5
1207,01-04-19,12:36:17,3,12,55,N,1,1,40,2,7.5,3.75,N,7.5
1207,01-04-19,12:36:17,3,12,55,N,1,5,71,1,3.75,3.75,N,3.75
1209,01-04-19,17:29:25,3,17,2,Y,1,1,46,1,2.5,2.5,N,2.5
1209,01-04-19,17:29:25,3,17,2,Y,1,5,75,1,3.5,3.5,N,3.5
1210,01-04-19,19:41:15,3,12,135,N,1,1,51,1,3,3,N,3
1230,01-04-19,15:27:54,3,12,227,N,1,1,56,1,2.55,2.55,N,2.55
1233,01-04-19,15:42:49,3,17,305,N,1,1,40,1,3.75,3.75,N,3.75
1238,01-04-19,12:43:33,3,17,453,Y,1,1,29,1,2.5,2.5,N,2.5
1247,01-04-19,11:33:29,3,12,146,Y,1,1,45,1,3,3,N,3
1247,01-04-19,11:33:29,3,12,146,Y,1,5,74,1,3.5,3.5,N,3.5
1257,01-04-19,13:35:04,3,12,646,N,1,1,30,2,6,3,N,6
1261,01-04-19,14:02:12,3,12,770,Y,1,1,49,1,3,3,N,3
1264,01-04-19,14:55:34,3,17,97,Y,1,1,34,2,4.9,2.45,N,4.9
1271,01-04-19,12:46:55,3,17,434,N,1,1,33,1,3.5,3.5,N,3.5
1271,01-04-19,12:46:55,3,17,434,N,1,5,75,1,3.5,3.5,N,3.5
1278,01-04-19,14:20:06,3,12,181,N,1,1,35,2,6.2,3.1,N,6.2
1279,01-04-19,12:56:33,3,17,247,N,1,1,61,1,4.75,4.75,N,4.75
1285,01-04-19,15:55:50,3,17,3,N,1,1,31,2,4.4,2.2,N,4.4
1286,01-04-19,15:26:37,3,12,606,N,1,1,41,2,8.5,4.25,N,8.5
1288,01-04-19,17:55:47,3,12,603,Y,1,1,59,2,9,4.5,N,9
1288,01-04-19,17:55:47,3,12,603,Y,1,5,70,1,3.25,3.25,N,3.25
1291,01-04-19,14:46:03,3,12,428,N,1,1,44,2,5,2.5,N,5
1291,01-04-19,14:46:03,3,12,428,N,1,5,77,1,3,3,N,3
1293,01-04-19,11:05:21,3,17,447,N,1,1,31,2,4.4,2.2,N,4.4
1296,01-04-19,14:03:41,3,17,730,Y,1,1,32,1,3,3,N,3
1297,01-04-19,15:57:47,3,17,672,Y,1,1,57,2,6.2,3.1,N,6.2
1298,01-04-19,16:36:10,3,12,189,Y,1,1,28,1,2,2,N,2
1301,01-04-19,18:22:53,3,17,169,Y,1,1,32,1,3,3,N,3
1301,01-04-19,18:22:53,3,17,169,Y,1,5,79,1,3.75,3.75,N,3.75
1302,01-04-19,19:12:14,3,17,18,Y,1,1,22,1,2,2,N,2
1320,01-04-19,17:37:58,3,17,646,Y,1,1,31,2,4.4,2.2,N,4.4
1325,01-04-19,12:03:43,3,17,477,Y,1,1,44,1,2.5,2.5,N,2.5
1332,01-04-19,13:00:03,3,17,377,Y,1,1,36,2,7.5,3.75,N,7.5
1333,01-04-19,18:25:51,3,12,258,Y,1,1,61,1,4.75,4.75,N,4.75
1334,01-04-19,16:30:37,3,17,8,N,1,1,33,2,7,3.5,N,7
1343,01-04-19,16:19:17,3,17,404,Y,1,1,56,1,2.55,2.55,N,2.55
1352,01-04-19,14:37:23,3,12,369,Y,1,1,34,2,4.9,2.45,N,4.9
1355,01-04-19,11:01:58,3,17,580,Y,1,1,38,1,3.75,3.75,N,3.75
1355,01-04-19,11:01:58,3,17,580,Y,1,5,75,1,3.5,3.5,N,3.5
1359,01-04-19,14:31:32,3,12,429,N,1,1,33,2,7,3.5,N,7
1362,01-04-19,12:47:29,3,17,11,N,1,1,48,1,2.5,2.5,N,2.5
1364,01-04-19,16:55:13,3,12,365,N,1,1,29,1,2.5,2.5,N,2.5
1364,01-04-19,16:55:13,3,12,365,N,1,5,73,1,3.75,3.75,N,3.75
1367,01-04-19,14:25:32,3,12,51,N,1,1,58,2,7,3.5,N,7
1371,01-04-19,14:43:13,3,12,373,N,1,1,50,2,5,2.5,N,5
1380,01-04-19,15:22:11,3,12,725,Y,1,1,39,2,8.5,4.25,N,8.5
1383,01-04-19,18:42:04,3,12,656,Y,1,1,60,2,7.5,3.75,N,7.5
1384,01-04-19,17:44:04,3,17,677,Y,1,1,47,2,6,3,N,6
1386,01-04-19,15:36:03,3,17,441,N,1,1,52,1,2.5,2.5,N,2.5
1386,01-04-19,15:36:03,3,17,441,N,1,5,79,1,3.75,3.75,N,3.75
1388,01-04-19,14:17:29,3,17,101,N,1,1,26,1,3,3,N,3
1389,01-04-19,11:14:45,3,17,212,Y,1,1,52,2,5,2.5,N,5
1391,01-04-19,17:42:35,3,12,199,Y,1,1,24,1,3,3,N,3
1402,01-04-19,16:12:12,3,17,230,Y,1,1,54,1,2.5,2.5,N,2.5
1402,01-04-19,16:12:12,3,17,230,Y,1,5,76,1,3.5,3.5,N,3.5
1404,01-04-19,11:40:20,3,12,534,Y,1,1,61,1,4.75,4.75,N,4.75
1406,01-04-19,12:27:46,3,12,231,Y,1,1,59,1,4.5,4.5,N,4.5
1407,01-04-19,19:57:56,3,12,448,Y,1,1,35,1,3.1,3.1,N,3.1
1416,01-04-19,11:59:48,3,17,391,N,1,1,52,2,5,2.5,N,5
1417,01-04-19,18:49:50,3,17,168,N,1,1,51,2,6,3,N,6
1419,01-04-19,14:34:35,3,17,447,Y,1,1,52,2,5,2.5,N,5
1419,01-04-19,14:34:35,3,17,447,Y,1,5,75,1,3.5,3.5,N,3.5
1430,01-04-19,14:13:48,3,12,25,Y,1,1,61,1,4.75,4.75,N,4.75
1430,01-04-19,14:13:48,3,12,25,Y,1,5,77,1,3,3,N,3
1436,01-04-19,18:52:57,3,12,90,Y,1,1,59,2,9,4.5,N,9
1437,01-04-19,17:25:45,3,12,677,Y,1,1,58,2,7,3.5,N,7
1447,01-04-19,18:22:12,3,12,70,N,1,1,61,2,9.5,4.75,N,9.5
1459,01-04-19,14:36:23,3,12,581,N,1,1,30,2,6,3,N,6
